,Province,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU,Year,Month,Day
2236,PE,55133,79,92,2,8,6,0,0,2023,02,17
2250,PE,55202,69,92,0,2,-6,1,1,2023,02,24
2264,PE,55250,48,92,0,4,2,0,-1,2023,03,03
2278,PE,55317,67,93,1,6,2,0,0,2023,03,10
60,QC,0,0,0,0,0,0,0,0,2020,01,31
74,QC,0,0,0,0,0,0,0,0,2020,02,07
88,QC,0,0,0,0,0,0,0,0,2020,02,14
152,QC,0,0,0,0,0,0,0,0,2020,02,21
171,QC,1,1,0,0,0,0,0,0,2020,02,28
199,QC,3,2,0,0,0,0,0,0,2020,03,06
251,QC,17,14,0,0,0,0,0,0,2020,03,13
288,QC,139,122,1,1,0,0,0,0,2020,03,20
316,QC,2021,1882,18,17,0,0,0,0,2020,03,27
332,QC,6101,4080,61,43,0,0,0,0,2020,04,03
160,QC,11677,5576,241,180,733,733,186,186,2020,04,10
190,QC,16798,5121,688,447,1076,343,207,21,2020,04,17
216,QC,22616,5818,1340,652,1460,384,227,20,2020,04,24
230,QC,28648,6032,2022,682,1716,256,218,-9,2020,05,01
106,QC,36150,7502,2725,703,1827,111,207,-11,2020,05,08
120,QC,41420,5270,3401,676,1822,-5,191,-16,2020,05,15
134,QC,46141,4721,3865,464,1479,-343,171,-20,2020,05,22
148,QC,50232,4091,4363,498,1265,-214,172,1,2020,05,29
262,QC,52398,2166,4935,572,1030,-235,131,-41,2020,06,05
281,QC,53666,1268,5148,213,840,-190,107,-24,2020,06,12
309,QC,54550,884,5375,227,574,-266,62,-45,2020,06,19
4,QC,55079,529,5448,73,487,-87,50,-12,2020,06,26
18,QC,55682,603,5560,112,392,-95,31,-19,2020,07,03
32,QC,56316,634,5612,52,317,-75,24,-7,2020,07,10
46,QC,57142,826,5647,35,260,-57,16,-8,2020,07,17
360,QC,58243,1101,5663,16,220,-40,12,-4,2020,07,24
374,QC,59132,889,5674,11,189,-31,15,3,2020,07,31
388,QC,60241,1109,5687,13,152,-37,19,4,2020,08,07
408,QC,61004,763,5718,31,151,-1,25,6,2020,08,14
434,QC,61495,491,5733,15,124,-27,23,-2,2020,08,21
448,QC,62124,629,5750,17,117,-7,17,-6,2020,08,28
462,QC,63117,993,5767,17,102,-15,18,1,2020,09,04
496,QC,64463,1346,5774,7,123,21,12,-6,2020,09,11
595,QC,66653,2190,5792,18,136,13,30,18,2020,09,18
654,QC,70307,3654,5814,22,199,63,33,3,2020,09,25
427,QC,76273,5966,5857,43,302,103,49,16,2020,10,02
522,QC,84094,7821,5936,79,433,131,67,18,2020,10,09
545,QC,91018,6924,6018,82,507,74,87,20,2020,10,16
559,QC,98226,7208,6106,88,540,33,99,12,2020,10,23
756,QC,104952,6726,6231,125,515,-25,81,-18,2020,10,30
770,QC,112189,7237,6403,172,539,24,77,-4,2020,11,06
784,QC,121195,9006,6586,183,583,44,85,8,2020,11,13
798,QC,129699,8504,6774,188,624,41,96,11,2020,11,20
421,QC,138163,8464,6984,210,609,-15,90,-6,2020,11,27
515,QC,147877,9714,7183,199,761,152,97,7,2020,12,04
577,QC,160023,12146,7435,252,871,110,123,26,2020,12,11
481,QC,172801,12778,7671,236,1011,140,141,18,2020,12,18
582,QC,185872,13071,7913,242,1052,41,146,5,2020,12,25
630,QC,202641,16769,8226,313,1175,123,165,19,2021,01,01
650,QC,223106,20465,8606,380,1403,228,207,42,2021,01,08
617,QC,238745,15639,8938,332,1496,93,231,24,2021,01,15
674,QC,250491,11746,9361,423,1426,-70,212,-19,2021,01,22
688,QC,259993,9502,9717,356,1217,-209,290,78,2021,01,29
702,QC,267773,7780,9973,256,1040,-177,168,-122,2021,02,05
716,QC,274831,7058,10173,200,849,-191,137,-31,2021,02,12
730,QC,280687,5856,10278,105,723,-126,127,-10,2021,02,19
744,QC,286145,5458,10372,94,620,-103,119,-8,2021,02,26
907,QC,291175,5030,10455,83,617,-3,111,-8,2021,03,05
1018,QC,296143,4968,10526,71,550,-67,106,-5,2021,03,12
1097,QC,300916,4773,10587,61,504,-46,99,-7,2021,03,19
809,QC,306385,5469,10637,50,481,-23,115,16,2021,03,26
910,QC,313676,7291,10681,44,503,22,121,6,2021,04,02
1010,QC,323094,9418,10726,45,569,66,134,13,2021,04,09
1069,QC,334071,10977,10785,59,664,95,167,33,2021,04,16
1103,QC,342688,8617,10860,75,684,20,172,5,2021,04,23
1156,QC,349773,7085,10926,66,592,-92,164,-8,2021,04,30
1176,QC,356216,6443,10974,48,574,-18,139,-25,2021,05,07
1185,QC,361820,5604,11025,51,530,-44,123,-16,2021,05,14
926,QC,366394,4574,11075,50,437,-93,106,-17,2021,05,21
1027,QC,369318,2924,11118,43,385,-52,91,-15,2021,05,28
1109,QC,371361,2043,11148,30,307,-78,67,-24,2021,06,04
806,QC,372656,1295,11167,19,244,-63,59,-8,2021,06,11
857,QC,373658,1002,11180,13,175,-69,39,-20,2021,06,18
871,QC,374406,748,11202,22,135,-40,40,1,2021,06,25
885,QC,375019,613,11217,15,110,-25,34,-6,2021,07,02
837,QC,375716,697,11230,13,96,-14,22,-12,2021,07,09
903,QC,376192,476,11235,5,84,-12,25,3,2021,07,16
1041,QC,376530,338,11239,4,67,-17,21,-4,2021,07,23
834,QC,377297,767,11241,2,60,-7,17,-4,2021,07,30
944,QC,378680,1383,11241,0,57,-3,15,-2,2021,08,06
971,QC,380833,2153,11242,1,80,23,27,12,2021,08,13
985,QC,383718,2885,11279,37,77,-3,21,-6,2021,08,20
1024,QC,387230,3512,11285,6,126,49,36,15,2021,08,27
1106,QC,391363,4133,11291,6,147,21,49,13,2021,09,03
1157,QC,396034,4671,11301,10,207,60,72,23,2021,09,10
1237,QC,401462,5428,11318,17,262,55,95,23,2021,09,17
1280,QC,406429,4967,11349,31,298,36,91,-4,2021,09,24
1294,QC,410823,4394,11377,28,310,12,84,-7,2021,10,01
1308,QC,414573,3750,11410,33,302,-8,86,2,2021,10,08
1332,QC,418508,3935,11437,27,301,-1,79,-7,2021,10,15
1374,QC,421791,3283,11466,29,260,-41,68,-11,2021,10,22
1394,QC,424802,3011,11491,25,250,-10,68,0,2021,10,29
1408,QC,428631,3829,11511,20,240,-10,57,-11,2021,11,05
1318,QC,432991,4360,11535,24,205,-35,40,-17,2021,11,12
1360,QC,437549,4558,11552,17,201,-4,45,5,2021,11,19
1437,QC,444585,7036,11571,19,206,5,43,-2,2021,11,26
1521,QC,451868,7283,11585,14,230,24,57,14,2021,12,03
1539,QC,462246,10378,11603,18,256,26,62,5,2021,12,10
1553,QC,478246,16000,11634,31,312,56,62,0,2021,12,17
1567,QC,511095,32849,11658,24,473,161,91,29,2021,12,24
1343,QC,586607,75512,11711,53,939,466,138,47,2021,12,31
1414,QC,712358,125751,11873,162,2133,1194,229,91,2022,01,07
1470,QC,783102,70744,12193,320,3085,952,275,46,2022,01,14
1202,QC,824942,41840,12698,505,3351,266,265,-10,2022,01,21
1216,QC,853120,28178,13113,415,3091,-260,228,-37,2022,01,28
1230,QC,875429,22309,13420,307,2541,-550,184,-44,2022,02,04
1253,QC,891951,16522,13617,197,2312,-229,173,-11,2022,02,11
1435,QC,908466,16515,13835,218,1834,-478,119,-54,2022,02,18
1490,QC,918821,10355,13955,120,1532,-302,105,-14,2022,02,25
1504,QC,926920,8099,14056,101,1313,-219,80,-25,2022,03,04
1275,QC,934622,10313,14154,138,1126,-255,65,-17,2022,03,11
1464,QC,942282,7660,14245,91,1021,-105,45,-20,2022,03,18
1578,QC,953498,11216,14300,55,1048,27,59,14,2022,03,25
1592,QC,970951,17453,14382,82,1275,227,62,3,2022,04,01
1606,QC,992649,21698,14512,130,1637,362,62,0,2022,04,08
1620,QC,1010196,17547,14618,106,2154,517,96,34,2022,04,15
1634,QC,1028844,18648,14812,194,2410,256,88,-8,2022,04,22
1648,QC,1041075,12231,14977,165,2290,-120,81,-7,2022,04,29
1662,QC,1050121,9046,15106,129,2051,-239,60,-21,2022,05,06
1676,QC,1053177,3056,15256,150,1754,-297,59,-1,2022,05,13
1690,QC,1060657,7480,15338,82,1493,-261,51,-8,2022,05,20
1704,QC,1064331,3674,15400,62,1288,-205,36,-15,2022,05,27
1718,QC,1068144,3813,15370,-30,1067,-221,28,-8,2022,06,03
1732,QC,1072331,4187,15415,45,1001,-66,19,-9,2022,06,10
1746,QC,1077256,4925,15462,47,983,-18,27,8,2022,06,17
1760,QC,1081135,3879,15488,26,1051,68,33,6,2022,06,24
1774,QC,1088743,7608,15511,23,1225,174,35,2,2022,07,01
1788,QC,1098010,9267,15563,52,1402,177,39,4,2022,07,08
1802,QC,1116831,18821,15638,75,1724,322,43,4,2022,07,15
1816,QC,1130640,13809,15738,100,2000,276,57,14,2022,07,22
1830,QC,1142427,11787,15842,104,2156,156,65,8,2022,07,29
1844,QC,1151659,9232,15916,74,2079,-77,67,2,2022,08,05
1858,QC,1159087,7428,16010,94,2047,-32,55,-12,2022,08,12
1872,QC,1166390,7303,16102,92,1953,-94,50,-5,2022,08,19
1886,QC,1172597,6207,16195,93,1945,-8,41,-9,2022,08,26
1900,QC,1177843,5246,16290,95,1735,-210,41,0,2022,09,02
1914,QC,1182668,4825,16349,59,1603,-132,32,-9,2022,09,09
1928,QC,1187954,5286,16426,77,1551,-52,40,8,2022,09,16
1942,QC,1193035,5081,16608,182,1503,-48,37,-3,2022,09,23
1956,QC,1198831,5796,16671,63,1585,82,34,-3,2022,09,30
1970,QC,1204965,6134,16725,54,1746,161,34,0,2022,10,07
1984,QC,1211181,6216,16768,43,1978,232,52,18,2022,10,14
1998,QC,1217963,6782,16822,54,2023,45,62,10,2022,10,21
2012,QC,1223930,5967,16904,82,1890,-133,52,-10,2022,10,28
2026,QC,1229725,5795,16969,65,1889,-1,45,-7,2022,11,04
2040,QC,1235376,5651,17041,72,1800,-89,41,-4,2022,11,11
2054,QC,1240569,5193,17149,108,1726,-74,39,-2,2022,11,18
2068,QC,1246205,5636,17197,48,1716,-10,42,3,2022,11,25
2082,QC,1254067,7862,17265,68,1934,218,45,3,2022,12,02
2096,QC,1260221,6154,17318,53,1923,-11,51,6,2022,12,09
2110,QC,1267561,7340,17399,81,2018,95,63,12,2022,12,16
2124,QC,1275579,8018,17486,87,2092,74,57,-6,2022,12,23
2138,QC,1282260,6681,17570,84,2064,-28,55,-2,2022,12,30
2152,QC,1288481,6221,17614,44,2078,14,57,2,2023,01,06
2166,QC,1292747,4266,17673,59,2047,-31,48,-9,2023,01,13
2180,QC,1296835,4088,17728,55,1807,-240,52,4,2023,01,20
2194,QC,1300110,3275,17801,73,1654,-153,34,-18,2023,01,27
2208,QC,1303216,3106,17857,56,1450,-204,26,-8,2023,02,03
2223,QC,1306574,3358,17892,35,1353,-97,32,6,2023,02,10
2237,QC,1310164,3590,17932,40,1287,-66,33,1,2023,02,17
2251,QC,1313543,3379,17973,41,1291,4,33,0,2023,02,24
2265,QC,1316793,3250,18000,27,1252,-39,26,-7,2023,03,03
2279,QC,1319879,3086,18051,51,1310,58,31,5,2023,03,10
61,SK,0,0,0,0,0,0,0,0,2020,01,31
75,SK,0,0,0,0,0,0,0,0,2020,02,07
89,SK,0,0,0,0,0,0,0,0,2020,02,14
153,SK,0,0,0,0,0,0,0,0,2020,02,21
173,SK,0,0,0,0,0,0,0,0,2020,02,28
201,SK,0,0,0,0,0,0,0,0,2020,03,06
253,SK,2,2,0,0,0,0,0,0,2020,03,13
290,SK,26,24,0,0,0,0,0,0,2020,03,20
318,SK,104,78,0,0,0,0,0,0,2020,03,27
333,SK,220,116,3,3,0,0,0,0,2020,04,03
164,SK,285,65,3,0,8,8,2,2,2020,04,10
192,SK,307,22,4,1,5,-3,1,-1,2020,04,17
217,SK,341,34,4,0,5,0,2,1,2020,04,24
231,SK,415,74,6,2,7,2,3,1,2020,05,01
107,SK,544,129,6,0,19,12,4,1,2020,05,08
121,SK,590,46,6,0,10,-9,3,-1,2020,05,15
135,SK,627,37,7,1,5,-5,3,0,2020,05,22
149,SK,641,14,10,3,4,-1,2,-1,2020,05,29
263,SK,649,8,11,1,1,-3,1,-1,2020,06,05
283,SK,663,14,13,2,1,0,1,0,2020,06,12
311,SK,716,53,13,0,4,3,1,0,2020,06,19
5,SK,772,56,13,0,9,5,1,0,2020,06,26
19,SK,796,24,14,1,4,-5,3,2,2020,07,03
33,SK,815,19,15,1,4,0,1,-2,2020,07,10
47,SK,936,121,15,0,12,8,1,0,2020,07,17
361,SK,1099,163,16,1,14,2,4,3,2020,07,24
375,SK,1319,220,18,2,15,1,6,2,2020,07,31
389,SK,1409,90,20,2,13,-2,4,-2,2020,08,07
410,SK,1541,132,20,0,10,-3,5,1,2020,08,14
435,SK,1595,54,22,2,5,-5,4,-2,2020,08,21
449,SK,1611,16,24,2,3,-2,2,-2,2020,08,28
463,SK,1638,27,24,0,3,0,1,-1,2020,09,04
500,SK,1688,50,24,0,2,-1,0,-1,2020,09,11
599,SK,1776,88,24,0,5,3,0,0,2020,09,18
655,SK,1846,70,24,0,8,3,0,0,2020,09,25
470,SK,1940,94,24,0,6,-2,0,0,2020,10,02
526,SK,2034,94,24,0,8,2,2,2,2020,10,09
546,SK,2270,236,25,1,9,1,2,0,2020,10,16
560,SK,2591,321,25,0,20,11,4,2,2020,10,23
757,SK,3066,475,25,0,22,2,6,2,2020,10,30
771,SK,3623,557,25,0,33,11,4,-2,2020,11,06
785,SK,4513,890,29,4,53,20,15,11,2020,11,13
799,SK,5804,1291,33,4,85,32,19,4,2020,11,20
423,SK,7691,1887,44,11,111,26,16,-3,2020,11,27
519,SK,9527,1836,55,11,126,15,25,9,2020,12,04
578,SK,11475,1948,75,20,133,7,27,2,2020,12,11
485,SK,13077,1602,107,32,121,-12,17,-10,2020,12,18
586,SK,14255,1178,134,27,165,44,21,4,2020,12,25
633,SK,15350,1095,155,21,112,-53,30,9,2021,01,01
651,SK,17474,2124,180,25,180,68,26,-4,2021,01,08
620,SK,19715,2241,210,30,210,30,35,9,2021,01,15
675,SK,21643,1928,247,37,177,-33,30,-5,2021,01,22
689,SK,23038,1395,285,38,208,31,37,7,2021,01,29
703,SK,24946,1908,332,47,224,16,28,-9,2021,02,05
717,SK,26145,1199,350,18,182,-42,23,-5,2021,02,12
731,SK,27245,1100,365,15,172,-10,19,-4,2021,02,19
745,SK,28344,1099,380,15,155,-17,16,-3,2021,02,26
912,SK,29432,1088,393,13,138,-17,20,4,2021,03,05
1023,SK,30369,937,404,11,129,-9,27,7,2021,03,12
1102,SK,31259,890,414,10,133,4,27,0,2021,03,19
813,SK,32559,1300,430,16,155,22,24,-3,2021,03,26
915,SK,34043,1484,437,7,193,38,37,13,2021,04,02
1015,SK,35748,1705,453,16,206,13,43,6,2021,04,09
1070,SK,37615,1867,462,9,190,-16,44,1,2021,04,16
1108,SK,39392,1777,471,9,186,-4,52,8,2021,04,23
1158,SK,41098,1706,491,20,173,-13,37,-15,2021,04,30
1177,SK,42695,1597,502,11,174,1,38,1,2021,05,07
1182,SK,44159,1464,515,13,149,-25,34,-4,2021,05,14
931,SK,45310,1151,524,9,132,-17,25,-9,2021,05,21
1032,SK,46285,975,536,12,113,-19,26,1,2021,05,28
1114,SK,47186,901,543,7,101,-12,21,-5,2021,06,04
808,SK,47764,578,554,11,104,3,17,-4,2021,06,11
858,SK,48327,563,562,8,81,-23,10,-7,2021,06,18
872,SK,48646,319,565,3,78,-3,12,2,2021,06,25
886,SK,48882,236,568,3,57,-21,12,0,2021,07,02
843,SK,49198,316,571,3,61,4,10,-2,2021,07,09
898,SK,49362,164,575,4,53,-8,9,-1,2021,07,16
1046,SK,49608,246,577,2,64,11,10,1,2021,07,23
840,SK,49940,332,578,1,46,-18,12,2,2021,07,30
949,SK,50338,398,582,4,57,11,12,0,2021,08,06
972,SK,51034,696,586,4,73,16,9,-3,2021,08,13
986,SK,52065,1031,586,0,84,11,15,6,2021,08,20
1029,SK,53262,1197,596,10,97,13,22,7,2021,08,27
1111,SK,55396,2134,610,14,135,38,23,1,2021,09,03
1159,SK,57952,2556,617,7,190,55,39,16,2021,09,10
1243,SK,61065,3113,637,20,233,43,50,11,2021,09,17
1281,SK,64402,3337,663,26,276,43,61,11,2021,09,24
1295,SK,67810,3408,700,37,313,37,68,7,2021,10,01
1309,SK,71034,3224,741,41,343,30,71,3,2021,10,08
1335,SK,73662,2628,773,32,339,-4,78,7,2021,10,15
1377,SK,75842,2180,812,39,308,-31,80,2,2021,10,22
1395,SK,77305,1463,846,34,238,-70,54,-26,2021,10,29
1409,SK,78403,1098,863,17,197,-41,49,-5,2021,11,05
1321,SK,79334,931,891,28,180,-17,47,-2,2021,11,12
1363,SK,80025,691,908,17,157,-23,39,-8,2021,11,19
1441,SK,80775,750,916,8,143,-14,41,2,2021,11,26
1523,SK,81225,450,929,13,136,-7,34,-7,2021,12,03
1540,SK,81646,421,937,8,117,-19,33,-1,2021,12,10
1554,SK,82069,423,942,5,107,-10,33,0,2021,12,17
1568,SK,82640,571,945,3,87,-20,29,-4,2021,12,24
1346,SK,85188,2548,955,10,79,-8,12,-17,2021,12,31
1418,SK,89821,4633,961,6,105,26,11,-1,2022,01,07
1474,SK,97545,7724,961,0,131,26,8,-3,2022,01,14
1203,SK,106328,8783,969,8,215,84,23,15,2022,01,21
1217,SK,115405,9077,987,18,342,127,34,11,2022,01,28
1231,SK,121516,6111,1005,18,363,21,34,0,2022,02,04
1256,SK,123258,1742,1012,7,332,-31,31,-3,2022,02,11
1439,SK,125780,2522,1054,42,410,78,33,2,2022,02,18
1491,SK,127187,1407,1091,37,372,-38,27,-6,2022,02,25
1505,SK,128289,1102,1135,44,353,-19,30,3,2022,03,04
1410,SK,129302,1013,1148,13,339,-14,24,-6,2022,03,11
1468,SK,130134,832,1176,28,299,-40,18,-6,2022,03,18
1579,SK,131029,895,1209,33,305,6,19,1,2022,03,25
1593,SK,132225,1196,1229,20,324,19,21,2,2022,04,01
1607,SK,133257,1032,1253,24,354,30,20,-1,2022,04,08
1621,SK,134308,1051,1273,20,403,49,25,5,2022,04,15
1635,SK,135198,890,1295,22,417,14,25,0,2022,04,22
1649,SK,136027,829,1309,14,409,-8,20,-5,2022,04,29
1663,SK,136793,766,1323,14,390,-19,20,0,2022,05,06
1677,SK,137503,710,1342,19,321,-69,16,-4,2022,05,13
1691,SK,137968,465,1364,22,270,-51,14,-2,2022,05,20
1705,SK,138344,376,1376,12,258,-12,10,-4,2022,05,27
1719,SK,138708,364,1385,9,232,-26,6,-4,2022,06,03
1733,SK,138993,285,1395,10,187,-45,10,4,2022,06,10
1747,SK,139387,394,1412,17,165,-22,6,-4,2022,06,17
1761,SK,139618,231,1431,19,157,-8,5,-1,2022,06,24
1775,SK,139826,208,1433,2,119,-38,4,-1,2022,07,01
1789,SK,139877,51,1433,0,119,0,4,0,2022,07,08
1803,SK,139877,0,1433,0,119,0,4,0,2022,07,15
1817,SK,140505,628,1455,22,229,110,15,11,2022,07,22
1831,SK,140505,0,1455,0,229,0,15,0,2022,07,29
1845,SK,140505,0,1455,0,229,0,15,0,2022,08,05
1859,SK,140505,0,1455,0,229,0,15,0,2022,08,12
1873,SK,142029,1524,1482,27,488,259,27,12,2022,08,19
1887,SK,142029,0,1482,0,488,0,27,0,2022,08,26
1901,SK,142029,0,1482,0,488,0,27,0,2022,09,02
1915,SK,142029,0,1482,0,488,0,27,0,2022,09,09
1929,SK,143961,1932,1507,25,594,106,38,11,2022,09,16
1943,SK,143961,0,1507,0,594,0,38,0,2022,09,23
1957,SK,143961,0,1507,0,594,0,38,0,2022,09,30
1971,SK,143961,0,1507,0,594,0,38,0,2022,10,07
1985,SK,145948,1987,1546,39,162,-432,9,-29,2022,10,14
1999,SK,145948,0,1546,0,162,0,9,0,2022,10,21
2013,SK,147102,1154,1572,26,187,25,8,-1,2022,10,28
2027,SK,147102,0,1572,0,187,0,8,0,2022,11,04
2041,SK,148502,1400,1611,39,164,-23,15,7,2022,11,11
2055,SK,149902,1400,1650,39,164,0,15,0,2022,11,18
2069,SK,149902,0,1650,0,164,0,15,0,2022,11,25
2083,SK,149902,0,1650,0,164,0,15,0,2022,12,02
2097,SK,148817,-1085,1644,-6,117,-47,8,-7,2022,12,09
2111,SK,148817,0,1644,0,117,0,8,0,2022,12,16
2125,SK,148817,0,1644,0,117,0,8,0,2022,12,23
2139,SK,149038,221,1665,21,105,-12,4,-4,2022,12,30
2153,SK,149666,628,1675,10,92,-13,8,4,2023,01,06
2167,SK,149666,0,1675,0,92,0,8,0,2023,01,13
2181,SK,150354,688,1691,16,81,-11,7,-1,2023,01,20
2195,SK,150354,0,1691,0,81,0,7,0,2023,01,27
2209,SK,150869,515,1709,18,61,-20,5,-2,2023,02,03
2224,SK,150869,0,1709,0,61,0,5,0,2023,02,10
2238,SK,151351,482,1724,15,59,-2,5,0,2023,02,17
2252,SK,151351,0,1724,0,59,0,5,0,2023,02,24
2266,SK,151747,396,1731,7,54,-5,6,1,2023,03,03
2280,SK,151747,0,1731,0,54,0,6,0,2023,03,10
62,YT,0,0,0,0,0,0,0,0,2020,01,31
76,YT,0,0,0,0,0,0,0,0,2020,02,07
90,YT,0,0,0,0,0,0,0,0,2020,02,14
154,YT,0,0,0,0,0,0,0,0,2020,02,21
175,YT,0,0,0,0,0,0,0,0,2020,02,28
203,YT,0,0,0,0,0,0,0,0,2020,03,06
255,YT,0,0,0,0,0,0,0,0,2020,03,13
292,YT,0,0,0,0,0,0,0,0,2020,03,20
320,YT,4,4,0,0,0,0,0,0,2020,03,27
334,YT,6,2,0,0,0,0,0,0,2020,04,03
166,YT,8,2,0,0,0,0,0,0,2020,04,10
194,YT,9,1,0,0,0,0,0,0,2020,04,17
218,YT,11,2,0,0,0,0,0,0,2020,04,24
232,YT,11,0,0,0,0,0,0,0,2020,05,01
108,YT,11,0,0,0,0,0,0,0,2020,05,08
122,YT,11,0,0,0,0,0,0,0,2020,05,15
136,YT,11,0,0,0,0,0,0,0,2020,05,22
238,YT,11,0,0,0,0,0,0,0,2020,05,29
264,YT,11,0,0,0,0,0,0,0,2020,06,05
285,YT,11,0,0,0,0,0,0,0,2020,06,12
313,YT,11,0,0,0,0,0,0,0,2020,06,19
6,YT,11,0,0,0,0,0,0,0,2020,06,26
20,YT,11,0,0,0,0,0,0,0,2020,07,03
34,YT,11,0,0,0,0,0,0,0,2020,07,10
48,YT,13,2,0,0,0,0,0,0,2020,07,17
362,YT,14,1,0,0,0,0,0,0,2020,07,24
376,YT,14,0,0,0,0,0,0,0,2020,07,31
390,YT,15,1,0,0,0,0,0,0,2020,08,07
412,YT,15,0,0,0,0,0,0,0,2020,08,14
436,YT,15,0,0,0,0,0,0,0,2020,08,21
450,YT,15,0,0,0,0,0,0,0,2020,08,28
464,YT,15,0,0,0,0,0,0,0,2020,09,04
504,YT,15,0,0,0,0,0,0,0,2020,09,11
603,YT,15,0,0,0,0,0,0,0,2020,09,18
656,YT,15,0,0,0,0,0,0,0,2020,09,25
474,YT,15,0,0,0,0,0,0,0,2020,10,02
530,YT,15,0,0,0,0,0,0,0,2020,10,09
547,YT,15,0,0,0,0,0,0,0,2020,10,16
561,YT,20,5,0,0,0,0,0,0,2020,10,23
758,YT,23,3,1,1,0,0,0,0,2020,10,30
772,YT,23,0,1,0,0,0,0,0,2020,11,06
786,YT,24,1,1,0,0,0,0,0,2020,11,13
400,YT,29,5,1,0,0,0,0,0,2020,11,20
425,YT,42,13,1,0,0,0,0,0,2020,11,27
523,YT,54,12,1,0,0,0,0,0,2020,12,04
579,YT,58,4,1,0,0,0,0,0,2020,12,11
489,YT,59,1,1,0,0,0,0,0,2020,12,18
590,YT,60,1,1,0,0,0,0,0,2020,12,25
636,YT,60,0,1,0,0,0,0,0,2021,01,01
652,YT,70,10,1,0,0,0,0,0,2021,01,08
623,YT,70,0,1,0,0,0,0,0,2021,01,15
676,YT,70,0,1,0,0,0,0,0,2021,01,22
690,YT,70,0,1,0,0,0,0,0,2021,01,29
704,YT,70,0,1,0,0,0,0,0,2021,02,05
718,YT,71,1,1,0,0,0,0,0,2021,02,12
732,YT,72,1,1,0,0,0,0,0,2021,02,19
746,YT,72,0,1,0,0,0,0,0,2021,02,26
917,YT,72,0,1,0,0,0,0,0,2021,03,05
1028,YT,72,0,1,0,0,0,0,0,2021,03,12
1107,YT,72,0,1,0,0,0,0,0,2021,03,19
816,YT,73,1,1,0,0,0,0,0,2021,03,26
920,YT,74,1,1,0,0,0,0,0,2021,04,02
1020,YT,74,0,1,0,0,0,0,0,2021,04,09
1071,YT,76,2,1,0,0,0,0,0,2021,04,16
1113,YT,80,4,1,0,0,0,0,0,2021,04,23
1160,YT,81,1,2,1,0,0,0,0,2021,04,30
1178,YT,82,1,2,0,0,0,0,0,2021,05,07
1190,YT,84,2,2,0,0,0,0,0,2021,05,14
936,YT,84,0,2,0,0,0,0,0,2021,05,21
1037,YT,84,0,2,0,0,0,0,0,2021,05,28
1118,YT,84,0,2,0,0,0,0,0,2021,06,04
811,YT,96,12,2,0,0,0,0,0,2021,06,11
859,YT,145,49,3,1,0,0,0,0,2021,06,18
873,YT,242,97,4,1,0,0,0,0,2021,06,25
887,YT,388,146,5,1,0,0,0,0,2021,07,02
849,YT,461,73,5,0,0,0,0,0,2021,07,09
893,YT,502,41,6,1,0,0,0,0,2021,07,16
1051,YT,551,49,6,0,0,0,0,0,2021,07,23
846,YT,596,45,7,1,0,0,0,0,2021,07,30
954,YT,624,28,8,1,0,0,0,0,2021,08,06
973,YT,645,21,8,0,0,0,0,0,2021,08,13
987,YT,674,29,8,0,0,0,0,0,2021,08,20
1034,YT,684,10,8,0,0,0,0,0,2021,08,27
1115,YT,694,37,8,0,0,0,0,0,2021,09,03
1161,YT,701,7,9,1,0,0,0,0,2021,09,10
1246,YT,716,15,9,0,0,0,0,0,2021,09,17
1282,YT,745,29,9,0,0,0,0,0,2021,09,24
1296,YT,758,13,9,0,0,0,0,0,2021,10,01
1310,YT,796,38,10,1,0,0,0,0,2021,10,08
1338,YT,837,41,10,0,0,0,0,0,2021,10,15
1380,YT,877,40,10,0,0,0,0,0,2021,10,22
1396,YT,921,44,10,0,0,0,0,0,2021,10,29
1241,YT,1017,96,10,0,0,0,0,0,2021,11,05
1324,YT,1181,164,11,1,0,0,0,0,2021,11,12
1366,YT,1381,200,12,1,0,0,0,0,2021,11,19
1445,YT,1475,94,13,1,0,0,0,0,2021,11,26
1525,YT,1537,62,14,1,0,0,0,0,2021,12,03
1541,YT,1580,43,14,0,0,0,0,0,2021,12,10
1555,YT,1621,41,14,0,0,0,0,0,2021,12,17
1569,YT,1668,47,14,0,0,0,0,0,2021,12,24
1349,YT,1755,87,15,1,0,0,0,0,2021,12,31
1422,YT,2125,370,15,0,0,0,0,0,2022,01,07
1477,YT,2638,513,15,0,0,0,0,0,2022,01,14
1204,YT,2849,211,16,1,0,0,0,0,2022,01,21
1218,YT,3061,212,16,0,0,0,0,0,2022,01,28
1232,YT,3186,125,18,2,0,0,0,0,2022,02,04
1259,YT,3302,116,20,2,0,0,0,0,2022,02,11
1443,YT,3369,67,20,0,0,0,0,0,2022,02,18
1492,YT,3426,57,21,1,0,0,0,0,2022,02,25
1506,YT,3485,59,22,1,0,0,0,0,2022,03,04
1416,YT,3555,80,23,1,0,0,0,0,2022,03,11
1472,YT,3628,73,23,0,0,0,0,0,2022,03,18
1580,YT,3721,93,24,1,0,0,0,0,2022,03,25
1594,YT,3844,123,24,0,0,0,0,0,2022,04,01
1608,YT,3940,96,24,0,0,0,0,0,2022,04,08
1622,YT,4015,75,24,0,0,0,0,0,2022,04,15
1636,YT,4116,101,24,0,0,0,0,0,2022,04,22
